MSOA Code,pop0-49,pop50-59,pop60-69,pop70-79,pop80-89,pop90+,total_pop
E02004085,5173,1351,995,913,527,139,9098
E02004086,3915,1131,913,860,437,92,7348
E02004087,4870,1238,805,604,317,65,7899
E02004088,4202,1318,998,841,351,83,7793
E02004089,4920,1020,598,427,225,53,7243
E02004090,3283,1014,730,717,392,91,6227
E02004091,5390,1549,1046,915,420,71,9391
E02004092,6003,1390,1042,987,440,65,9927
E02006828,4272,1132,777,561,209,40,6991
E02004093,3743,1072,783,506,216,38,6358
E02004094,4641,1075,757,631,219,43,7366
E02004095,5986,1704,1210,896,328,65,10189
E02004096,4998,1600,1399,1105,466,89,9657
E02004097,4210,1341,1093,875,286,55,7860
E02004098,4020,1117,962,804,303,60,7266
E02004100,4075,1357,1178,849,380,94,7933
E02004102,4598,1336,1114,794,496,120,8458
E02004103,4565,1015,712,552,263,51,7158
E02004104,3978,1260,974,791,326,48,7377
E02006872,6807,2089,1843,1511,664,130,13044
E02004105,5368,1511,1319,881,356,65,9500
E02004106,3056,1048,1051,1063,476,53,6747
E02004108,4073,1213,806,889,479,94,7554
E02004109,3004,1013,1004,1090,515,87,6713
E02004110,3940,978,986,1015,421,41,7381
E02004111,2924,903,827,699,318,44,5715
E02004112,2661,1079,1061,1099,492,77,6469
E02004113,6249,1332,1110,800,376,83,9950
E02004114,3592,1190,1240,1170,469,90,7751
E02004115,4981,1495,1280,1010,403,69,9238
E02004116,4717,1216,977,830,355,78,8173
E02004117,4260,1185,1049,917,401,50,7862
E02006804,5072,1259,863,733,382,100,8409
E02004118,4243,1220,883,597,302,59,7304
E02004119,8012,1657,1028,847,397,54,11995
E02004120,6313,1337,1195,750,318,56,9969
E02004121,4760,1411,950,806,361,95,8383
E02004122,3922,1081,904,776,307,71,7061
E02004123,3551,1240,956,693,378,74,6892
E02004124,4673,1121,906,760,336,47,7843
E02004125,5550,1336,1116,833,347,58,9240
E02004126,4204,1187,961,719,318,82,7471
E02004128,6368,1825,1411,1306,442,113,11465
E02006919,7838,1362,938,632,253,53,11076
E02006920,5979,1179,718,507,157,22,8562
E02004129,2523,984,884,947,382,86,5806
E02004130,3074,736,764,846,505,123,6048
E02004131,2815,795,768,665,376,82,5501
E02004132,4333,1447,1347,1081,444,108,8760
E02004133,4608,1288,1339,1314,633,137,9319
E02004134,9232,1618,1209,909,407,87,13462
E02004135,3278,1317,1504,1425,643,183,8350
E02004136,4430,1361,1215,1170,599,132,8907
E02004137,2066,878,957,961,425,108,5395
E02004138,2577,1003,1248,1581,905,221,7535
E02004139,3057,1011,1009,1164,640,150,7031
E02004140,1568,646,918,1039,815,252,5238
E02004141,2912,979,959,822,380,100,6152
E02004142,3908,877,874,743,357,76,6835
E02004143,3182,932,960,932,409,61,6476
E02004144,3351,948,1056,964,496,121,6936
E02004145,2246,755,1091,1252,689,185,6218
E02004146,4218,1133,929,722,347,65,7414
E02004147,4457,1043,876,650,290,71,7387
E02004148,2939,1005,1128,1320,803,319,7514
E02004149,8840,772,835,728,362,93,11630
E02004150,5043,781,616,372,180,27,7019
E02004151,5831,1209,890,781,513,144,9368
E02004152,8014,478,428,331,237,97,9585
E02004153,5188,955,681,546,172,23,7565
E02004154,6490,783,501,449,241,74,8538
E02004155,4510,1031,871,671,368,90,7541
E02004156,9636,894,723,509,265,61,12088
E02004157,4402,768,615,507,284,144,6720
E02004158,5629,1030,664,519,253,88,8183
E02004159,8502,1533,1145,932,373,65,12550
E02004160,4114,993,842,738,466,122,7275
E02004161,5365,1129,754,575,381,83,8287
E02004162,4481,962,784,641,346,128,7342
E02004163,4155,941,972,984,509,153,7714
E02004164,3181,1137,1129,914,410,74,6845
E02004165,4521,1229,1138,1149,536,114,8687
E02004166,3582,1108,958,787,336,68,6839
E02004167,4843,931,709,573,306,77,7439
E02004168,3792,820,739,585,301,72,6309
E02004169,3920,1218,952,770,369,91,7320
E02004170,5296,1268,993,774,365,99,8795
E02004171,4604,1236,1102,920,408,92,8362
E02004172,3111,1113,993,790,290,73,6370
E02004173,3702,1271,1141,870,358,78,7420
E02004174,4552,1077,920,825,418,133,7925
E02004175,2869,834,778,581,236,85,5383
E02004176,2210,1042,988,823,337,83,5483
E02004177,3156,880,828,671,283,85,5903
E02004178,2738,819,770,693,297,74,5391
E02004179,5474,1186,1006,1080,562,128,9436
E02004180,3105,972,971,724,309,69,6150
E02004181,3252,836,698,620,354,70,5830
E02004182,3852,824,694,583,316,74,6343
E02004183,2955,815,733,854,430,108,5895
E02004184,5621,1264,895,727,317,67,8891
E02004185,2848,943,931,1008,528,139,6397
E02004186,5203,1398,1098,1039,435,73,9246
E02004187,5076,1545,1394,1234,586,136,9971
E02004188,2933,1255,1117,1003,414,104,6826
E02004189,3419,1038,813,570,262,33,6135
E02004190,3936,1490,1298,1028,467,98,8317
E02004191,4534,1356,1298,1052,472,132,8844
E02004192,3115,1300,1363,1144,491,80,7493
E02004193,6624,1906,1456,1146,509,116,11757
E02004194,3625,1161,1137,828,378,97,7226
E02004195,2482,814,896,824,313,98,5427
E02004196,3658,1223,1235,1064,442,84,7706
E02004197,2874,1025,1127,1141,520,87,6774
E02004198,3213,966,907,814,463,133,6496
E02004199,2139,871,1036,1068,481,69,5664
E02004200,2070,783,941,906,394,71,5165
E02004201,2361,859,915,830,348,70,5383
E02004202,4755,1309,1120,941,403,112,8640
E02004203,2468,1080,1025,826,373,112,5884
E02004204,5010,1497,1388,1166,575,119,9755
E02004205,4283,1326,1337,1053,440,60,8499
E02004206,2758,1019,1100,1119,536,178,6710
E02004207,3271,1008,878,819,409,66,6451
E02004208,3942,1290,1353,1239,504,140,8468
E02004209,4933,1406,1027,979,431,131,8907
E02004210,3478,981,952,758,457,182,6808
E02004211,2596,1057,1225,1157,487,176,6698
E02004212,3485,971,767,626,239,62,6150
E02004213,5301,1152,907,650,249,129,8388
E02004214,3897,884,629,528,245,72,6255
E02004215,3211,841,696,574,312,134,5768
E02004216,2771,907,824,694,342,65,5603
E02004217,4189,1290,1121,942,388,105,8035
E02004218,2908,1021,949,812,386,69,6145
E02004219,2486,968,831,830,405,96,5616
E02004220,2583,966,1059,968,441,81,6098
E02004221,2530,798,1118,1157,602,176,6381
E02004222,3263,955,806,594,279,62,5959
E02004223,7792,1735,1580,1154,478,75,12814
E02004224,2861,1124,1092,958,364,109,6508
E02004225,3364,810,748,651,316,91,5980
E02004226,3065,1210,1409,1097,448,83,7312
E02004227,4894,1661,1645,1276,547,110,10133
E02004228,3104,1216,1312,996,394,60,7082
E02004229,5002,1542,1349,1140,495,119,9647
E02004230,4191,1107,906,851,445,109,7609
E02004231,3238,1233,1115,944,363,52,6945
E02004232,2981,1220,1148,865,355,79,6648
E02004233,6230,1864,1763,1662,824,202,12545
E02004234,2455,1075,1090,937,406,105,6068
E02004235,2710,1075,1036,990,422,101,6334
E02004356,4531,1097,827,639,289,80,7463
E02004357,5004,1040,867,654,241,54,7860
E02004358,4262,1028,987,1027,567,128,7999
E02004359,4051,1199,1018,988,654,189,8099
E02004361,4348,1261,983,907,520,149,8168
E02004362,5608,1261,926,696,380,90,8961
E02004363,3530,992,840,797,565,255,6979
E02004364,4259,1232,1021,945,616,181,8254
E02004365,6032,1022,741,380,171,46,8392
E02004366,4419,845,838,855,688,262,7907
E02004367,2777,878,1031,1320,994,332,7332
E02006857,4821,1221,1108,1153,521,134,8958
E02006858,3725,1111,1095,1062,328,52,7373
E02004368,4977,1288,1062,852,285,65,8529
E02004369,4235,1475,1419,1572,779,210,9690
E02004370,5175,1062,857,611,257,47,8009
E02004371,4455,987,806,604,276,50,7178
E02004372,5144,935,625,437,204,27,7372
E02004373,5306,1273,995,818,336,116,8844
E02004374,4240,1296,956,735,299,132,7658
E02004375,5093,1412,1045,676,262,92,8580
E02004376,4567,1047,751,471,176,77,7089
E02004377,5891,1556,1399,1189,599,310,10944
E02004378,5265,1431,1016,673,294,89,8768
E02004379,4303,1297,1068,907,352,87,8014
E02004380,4727,1499,1327,1039,740,232,9564
E02004381,5757,1682,1189,916,464,128,10136
E02004382,3323,903,915,871,491,139,6642
E02004383,4518,1296,852,722,347,72,7807
E02004384,4289,1223,985,808,436,134,7875
E02004385,4110,1105,1024,895,428,103,7665
E02004386,3662,1023,835,798,336,75,6729
E02004387,4425,816,568,380,145,32,6366
E02004388,4461,1013,911,868,458,120,7831
E02004389,3944,1467,1511,1649,895,312,9778
E02004390,3836,1094,1179,1261,672,137,8179
E02004391,3196,950,921,881,540,194,6682
E02004392,5044,1517,1270,1076,445,100,9452
E02004393,2656,1103,1131,1059,453,93,6495
E02004394,3688,1450,1231,1121,475,113,8078
E02004395,3786,1338,1280,1243,565,120,8332
E02004396,3557,1441,1669,1682,650,159,9158
E02004397,4601,1289,1182,980,555,128,8735
E02004398,5869,1261,1005,928,452,154,9669
E02004399,3755,1125,1215,1274,684,203,8256
E02004400,3036,1455,1948,2228,1152,311,10130
E02004401,2933,1038,1340,1552,1010,261,8134
E02004402,4852,1312,1293,1247,652,285,9641
E02004403,3666,1160,944,770,310,64,6914
E02004404,3412,1137,941,687,332,65,6574
E02004405,3669,831,780,746,365,68,6459
E02004406,3400,1187,1052,1134,629,191,7593
E02004407,3862,1413,1134,1028,534,123,8094
E02004408,4803,1314,974,720,294,55,8160
E02004409,2534,998,880,691,281,67,5451
E02004410,3948,1503,1284,1105,430,135,8405
E02004411,4822,1230,1116,980,396,98,8642
E02004412,4326,1205,1026,1038,455,110,8160
E02004413,3378,1204,1010,928,458,127,7105
E02004414,3863,1064,692,572,206,69,6466
E02004415,3496,1239,1092,763,343,83,7016
E02004416,2992,1116,1058,893,346,85,6490
E02004417,3138,879,752,827,494,154,6244
E02004418,3147,779,704,708,391,71,5800
E02004419,3577,863,662,646,306,96,6150
E02004420,7189,1869,1946,1792,878,197,13871
E02004421,4957,1269,1145,1161,664,175,9371
E02004422,5659,1629,1485,1376,695,134,10978
E02004423,3201,1122,1119,1294,656,140,7532
E02004424,4067,1062,862,771,311,32,7105
E02004425,4495,1063,771,599,377,67,7372
E02004426,4825,1179,779,724,466,112,8085
E02004427,4210,1198,898,964,550,93,7913
E02004428,4048,964,703,669,420,141,6945
E02004429,3679,1135,934,1019,511,104,7382
E02004430,5078,1212,888,705,294,67,8244
E02004431,6700,1304,847,678,255,47,9831
E02004432,4008,1010,851,734,326,56,6985
E02004433,5784,1265,867,690,314,98,9018
E02004434,5688,1183,942,642,259,50,8764
E02004435,6448,1175,820,526,297,73,9339
E02004436,5652,955,858,536,190,56,8247
E02004437,6015,1180,974,769,335,63,9336
E02004438,6652,1127,804,528,488,147,9746
E02004439,7702,1124,638,429,205,25,10123
E02004440,5730,1155,662,517,372,39,8475
E02004441,4766,1020,930,708,272,42,7738
E02004442,6207,1057,756,475,205,37,8737
E02004443,6699,1283,854,639,426,68,9969
E02004444,5664,1423,1026,750,297,64,9224
E02004445,5727,1090,825,646,281,52,8621
E02004446,3509,1243,1010,747,301,57,6867
E02004447,2665,1122,978,802,295,53,5915
E02004448,3929,1135,944,805,315,63,7191
E02004449,5204,1214,913,785,361,93,8570
E02004450,3050,1158,986,785,311,64,6354
E02004451,4702,1359,1138,1023,517,115,8854
E02004452,5188,1313,1122,1007,450,201,9281
E02004453,4652,965,707,618,288,60,7290
E02004454,6140,1183,907,726,409,102,9467
E02004455,4644,1236,872,803,272,45,7872
E02004456,6652,1342,920,685,319,66,9984
E02004457,6469,1476,1059,841,394,108,10347
E02004458,5998,1417,979,822,359,105,9680
E02004459,5863,1602,1330,1161,543,127,10626
E02004460,5666,1261,1027,880,300,43,9177
E02004461,4085,752,499,407,108,44,5895
E02004462,7221,1414,1068,924,475,131,11233
E02004463,4414,1183,1045,815,410,134,8001
E02004464,5182,1698,1318,1182,588,147,10115
E02004465,3186,1108,718,695,471,82,6260
E02004466,5038,1200,834,620,409,121,8222
E02004467,5421,1099,786,672,290,77,8345
E02004468,5714,1731,1107,1061,715,183,10511
E02004469,3995,1069,812,693,376,60,7005
E02004470,8360,1348,846,750,439,158,11901
E02004471,5233,1198,941,637,400,114,8523
E02004472,3380,1023,749,570,344,73,6139
E02004473,4560,1038,884,941,450,48,7921
E02004474,4063,1114,966,985,531,88,7747
E02004475,3734,1062,804,792,333,61,6786
E02004476,4404,1222,969,1008,442,68,8113
E02004477,2761,896,897,897,520,78,6049
E02004478,3539,1022,729,729,417,105,6541
E02004479,4594,1265,957,952,489,113,8370
E02004480,4477,935,886,666,185,35,7184
E02004481,3052,861,995,1279,583,62,6832
E02004482,5403,1141,910,727,309,61,8551
E02004483,4239,1169,1263,1127,475,71,8344
E02004484,4066,1169,1147,1076,411,69,7938
E02004485,5229,1157,897,732,325,65,8405
E02004486,5126,1166,936,912,490,88,8718
E02004487,4755,991,853,650,295,80,7624
E02004488,5751,1127,1026,751,392,88,9135
E02004489,5966,1349,902,716,298,38,9269
E02004490,5665,1041,686,559,259,65,8275
E02004491,4765,1178,792,627,361,56,7779
E02004492,6485,1330,804,510,230,56,9415
E02004493,7326,1325,834,586,349,106,10526
E02004494,9811,1119,690,570,413,142,12745
E02004495,4492,1239,1024,1005,638,114,8512
E02004496,5250,989,692,662,390,99,8082
E02004497,4065,1143,950,982,552,118,7810
E02004498,6306,1374,923,891,426,89,10009
E02004499,4057,989,739,680,282,61,6808
E02004500,4811,1461,1161,1101,537,78,9149
E02004501,3857,1043,883,841,409,55,7088
E02004502,3599,1192,951,858,420,71,7091
E02004503,4749,1053,992,821,292,75,7982
E02004504,4729,1255,1104,620,211,77,7996
E02004505,2999,916,782,795,411,67,5970
E02004506,3787,1178,947,817,348,72,7149
E02004507,7054,1329,807,491,216,36,9933
E02004508,3454,1042,832,795,338,50,6511
E02004509,11368,1683,881,625,266,62,14885
E02004512,8177,1186,876,777,455,139,11610
E02004513,11036,948,723,614,235,34,13590
E02004514,3261,824,583,578,331,91,5668
E02004515,5070,1302,1027,861,329,80,8669
E02004516,11364,1330,735,468,175,22,14094
E02004517,5434,1196,959,937,508,102,9136
E02004518,5564,992,602,450,222,39,7869
E02004519,3751,1072,977,852,566,96,7314
E02004520,7355,980,555,426,177,36,9529
E02004521,5793,1385,964,658,328,61,9189
E02004522,8581,1069,973,980,327,80,12010
E02004523,7065,1361,927,622,295,65,10335
E02004524,4297,1429,1212,994,401,57,8390
E02004525,3855,1109,1025,1092,446,70,7597
E02004526,2973,1144,1138,1262,631,137,7285
E02006922,7959,1933,1609,1531,767,144,13943
E02004527,5032,1399,1038,888,436,58,8851
E02004528,4344,1391,1136,987,488,81,8427
E02004529,3509,1259,919,759,313,78,6837
E02004530,3605,978,770,683,438,81,6555
E02004531,4166,1002,751,651,384,124,7078
E02004532,3788,850,700,592,375,70,6375
E02004533,4496,1070,785,670,373,109,7503
E02004534,6071,1222,748,664,278,61,9044
E02004535,3271,911,730,629,329,54,5924
E02004536,3369,927,802,687,362,116,6263
E02004537,6245,1289,813,527,264,79,9217
E02004538,6037,1483,928,781,457,111,9797
E02004539,5307,1046,731,549,298,77,8008
E02004540,3698,935,648,457,267,61,6066
E02004541,7340,1667,1085,1011,531,148,11782
E02004542,3725,1083,826,582,333,92,6641
E02004543,4790,901,726,519,295,90,7321
E02004544,5743,1128,893,684,354,83,8885
E02004545,5090,975,769,451,284,88,7657
E02004546,5370,1014,784,459,313,76,8016
E02004547,6566,1080,801,412,343,84,9286
E02004548,6070,1290,659,498,161,28,8706
E02004549,5151,1073,762,439,336,76,7837
E02004550,5690,968,728,545,433,87,8451
E02004551,4760,938,776,546,333,67,7420
E02004552,3781,901,813,605,229,32,6361
E02004553,4787,915,629,495,306,38,7170
E02004554,4757,993,724,548,217,39,7278
E02004555,3221,1008,997,836,308,65,6435
E02004556,3500,1324,1060,1085,439,83,7491
E02004557,4950,1229,1086,858,347,78,8548
E02004558,3594,1072,779,824,538,132,6939
E02004559,3926,1257,1066,943,455,64,7711
E02004560,4872,1528,1271,1020,368,118,9177
E02004561,5355,1862,1580,1277,528,65,10667
E02004562,3867,1223,1262,1075,444,87,7958
E02004563,2911,1026,1019,1079,451,73,6559
E02004564,4308,1333,1149,936,455,73,8254
E02004565,8756,2450,1933,1838,882,149,16008
E02004566,3724,883,595,463,243,82,5990
E02004567,4482,1216,987,941,543,91,8260
E02004568,5995,1312,845,720,275,66,9213
E02004569,4847,1114,868,743,419,64,8055
E02004570,4971,1222,1024,1031,559,127,8934
E02004571,4317,1222,1021,988,528,114,8190
E02004572,4332,1263,1075,857,317,61,7905
E02004573,3942,872,782,553,305,75,6529
E02004574,4706,959,855,847,385,72,7824
E02004575,6157,1860,1563,1323,648,136,11687
E02004576,4454,1343,1358,1238,589,128,9110
E02004577,2949,988,834,599,261,49,5680
E02004578,2859,967,1208,1391,711,195,7331
E02004579,3181,1165,1242,1160,455,63,7266
E02004580,4727,1661,1987,2345,1197,277,12194
E02004581,3844,1212,1127,1137,480,117,7917
E02004582,2861,950,1155,1326,597,114,7003
E02004583,4458,1248,1230,1272,534,111,8853
E02004584,2143,844,1207,1600,739,159,6692
E02004585,4770,1140,1096,1148,436,84,8674
E02004586,4103,1172,1132,1160,655,147,8369
E02004587,4773,1029,1003,864,372,77,8118
E02004588,4192,1046,791,622,390,138,7179
E02004589,4099,1119,974,928,469,144,7733
E02004590,3420,1321,1433,1529,608,91,8402
E02004591,4110,1246,947,701,333,97,7434
E02004592,8091,1903,1455,1243,736,240,13668
E02004593,4637,1480,1166,938,401,87,8709
E02004594,5123,1309,969,873,348,94,8716
E02004595,8808,2209,1538,1235,558,143,14491
E02004596,6970,1468,1019,774,313,60,10604
E02004597,5134,1358,965,730,366,88,8641
E02004598,6617,1706,1251,1007,512,113,11206
E02004599,4331,1354,930,777,338,85,7815
E02004600,3197,812,671,540,194,33,5447
E02004601,2454,789,778,812,450,94,5377
E02004602,4165,765,662,503,238,59,6392
E02004603,6345,703,567,391,211,48,8265
E02004604,5599,1027,730,459,239,60,8114
E02004605,3593,762,601,456,169,34,5615
E02004606,6875,1242,891,573,368,118,10067
E02004607,6129,1221,984,677,329,118,9458
E02004608,6653,1217,942,758,515,205,10290
E02004609,4052,1021,730,778,377,54,7012
E02004610,4235,1046,879,883,556,125,7724
E02004611,7031,1719,1127,948,563,111,11499
E02004612,4956,1404,1083,971,583,104,9101
E02004613,3257,1102,825,775,410,101,6470
E02004614,2961,789,648,569,389,119,5475
E02004615,3591,1467,1353,1258,662,147,8478
E02004616,4599,1522,1349,1280,737,164,9651
E02004617,4907,1413,1175,1089,518,104,9206
E02004618,3643,1315,1176,803,291,70,7298
E02004619,3421,1297,1215,942,411,80,7366
E02004620,4837,1301,1027,787,311,61,8324
E02004621,3594,794,657,742,594,170,6551
E02004622,4625,982,761,701,388,129,7586
E02004623,4537,1440,1321,1144,551,108,9101
E02004624,3371,1171,907,783,304,59,6595
E02004625,5022,1525,1406,1176,490,87,9706
E02004626,5426,1591,1435,1208,565,83,10308
E02004627,3282,896,820,767,330,92,6187
E02004628,4368,1267,1100,884,357,77,8053
E02004629,7463,1929,1729,1282,567,128,13098
E02004630,3084,1142,1013,863,411,101,6614
E02004631,2173,1057,871,712,238,48,5099
E02004632,5793,1671,1491,1216,584,138,10893
E02004633,4246,1458,1300,1042,375,65,8486
E02004634,5779,1640,1317,1214,556,108,10614
E02004635,3958,1069,1011,906,423,72,7439
E02004636,4368,1321,928,825,395,91,7928
E02004637,5633,1137,993,743,478,160,9144
E02004638,3411,846,633,532,247,77,5746
E02004639,6992,1184,813,649,314,136,10088
E02004640,6079,925,653,366,166,34,8223
E02004641,3556,1085,929,1112,583,106,7371
E02004642,7666,1748,1306,813,363,67,11963
E02004643,5593,1127,646,358,226,25,7975
E02004644,5779,1317,863,593,298,64,8914
E02004645,5243,1501,1155,837,345,54,9135
E02004646,5597,1236,983,705,331,72,8924
E02004647,3156,948,771,645,353,85,5958
E02004648,2985,812,716,853,335,46,5747
E02004649,4931,1075,631,401,181,82,7301
E02004650,11398,1607,958,531,196,21,14711
E02004651,6654,1256,1022,760,315,38,10045
E02004652,2945,1097,1011,1001,458,87,6599
E02004653,3565,1171,982,749,336,58,6861
E02004654,6871,1779,1424,1148,530,118,11870
E02004655,4731,1173,991,728,353,55,8031
E02004656,6954,1902,1379,882,472,98,11687
E02004657,3684,1221,887,687,300,38,6817
E02004658,3387,1096,736,669,337,35,6260
E02004659,3482,1071,1045,886,381,46,6911
E02004660,2970,1057,964,989,599,106,6685
E02004661,4517,1349,1157,1040,479,75,8617
E02004662,3449,1079,885,679,329,33,6454
E02004663,3493,1041,957,712,329,70,6602
E02004664,4788,1031,777,612,366,76,7650
E02004665,4724,1339,1215,1056,450,91,8875
E02004666,7955,1728,1279,905,367,111,12345
E02004667,6008,1751,1511,1368,659,150,11447
E02004668,4269,1453,1427,1324,577,129,9179
E02004669,3697,1171,1156,946,433,93,7496
E02004670,9507,2170,1564,1443,827,199,15710
E02004671,3682,1101,1108,803,286,53,7033
E02004672,7951,1873,1369,1229,672,132,13226
E02004673,3724,1051,858,798,401,70,6902
E02004674,7597,1493,1211,867,403,110,11681
E02004675,4287,1145,830,708,320,48,7338
E02004676,3889,1345,1064,904,449,57,7708
E02004677,4172,1323,957,745,325,62,7584
E02004678,3701,1340,970,822,359,67,7259
E02004679,5680,1540,1013,782,357,73,9445
E02004680,5338,1050,744,393,120,20,7665
E02004681,10528,1461,884,749,228,63,13913
